case_id,client_id,case_type,state,intake_date,date_opened,date_closed,case_status,current_stage,assigned_case_manager,attorney_id,days_in_stage,medical_records_received,missing_documents,communication_count,workup_completed,case_outcome,settlement_amount,workup_completed_date,last_activity_date
CASE-000775,CL-00698,Wrongful Death,FL,2023-07-14,2023-07-16,,In Workup,Records Received,CM-017,ATT-005,64,1,2,9,0,In Progress,,,2025-06-05
CASE-000776,CL-00699,Motor Vehicle Accident,OH,2025-06-27,2025-06-29,,In Negotiation,Negotiation,CM-005,ATT-010,4,1,2,10,1,In Progress,,,2025-06-24
CASE-000777,CL-00700,Motor Vehicle Accident,AZ,2024-09-08,2024-09-10,,Active - Intake,Intake,CM-006,ATT-005,52,0,1,7,0,In Progress,,,2025-06-19
CASE-000778,CL-00701,Nursing Home Negligence,GA,2023-10-05,2023-10-10,2025-06-16,Dropped,Resolved,CM-001,ATT-009,33,1,1,10,1,Dropped,,2023-12-16,2025-06-16
CASE-000779,CL-00702,Premises Liability,CA,2025-04-26,2025-04-28,,In Negotiation,Negotiation,CM-013,ATT-011,35,1,0,12,1,In Progress,,2025-06-24,2025-04-29
CASE-000780,CL-00703,Premises Liability,FL,2025-04-14,2025-04-15,,In Negotiation,Negotiation,CM-018,ATT-012,24,1,2,10,1,In Progress,,,2025-06-29
CASE-000781,CL-00704,Wrongful Death,NY,2024-08-10,2024-08-14,,In Workup,Workup Complete,CM-006,ATT-008,68,0,0,13,1,In Progress,,2024-11-05,2025-06-30
CASE-000782,CL-00705,Premises Liability,TX,2024-09-30,2024-09-30,,In Negotiation,Demand Sent,CM-003,ATT-003,45,1,2,8,1,In Progress,,2024-12-16,2025-04-15
CASE-000783,CL-00706,Medical Malpractice,CA,2024-02-12,2024-02-13,,Pending Records,Records Requested,CM-011,ATT-011,59,0,4,9,0,In Progress,,,2025-06-21
CASE-000784,CL-00707,Slip and Fall,NC,2023-08-09,2023-08-12,,In Negotiation,Negotiation,CM-012,ATT-009,47,1,3,6,1,In Progress,,2023-11-07,2025-06-07
CASE-000785,CL-00708,Mass Tort - Roundup,TN,2024-09-14,2024-09-16,2025-06-28,Settled,Resolved,CM-009,ATT-008,55,1,1,9,1,Settled,144646.37,2024-11-21,2025-05-11
CASE-000786,CL-00709,Motor Vehicle Accident,TX,2024-03-05,2024-03-10,2025-06-15,Settled,Resolved,CM-002,ATT-002,66,1,2,10,1,Settled,39563.93,2024-05-28,2025-06-15
CASE-000787,CL-00710,Motor Vehicle Accident,FL,2024-10-26,2024-10-30,,In Workup,Workup Complete,CM-011,ATT-012,39,0,2,10,1,In Progress,,2025-02-11,2025-06-16
CASE-000788,CL-00711,Product Liability,CA,2025-03-09,2025-03-12,,In Workup,Workup Complete,CM-010,ATT-008,24,1,3,8,1,In Progress,,,2025-05-29
CASE-000789,CL-00712,Wrongful Death,TX,2023-07-15,2023-07-18,,Pending Records,Records Requested,CM-008,ATT-006,76,1,0,8,0,In Progress,,,2025-06-16
CASE-000790,CL-00713,Slip and Fall,CA,2024-09-14,2024-09-18,2025-06-30,Dropped,Resolved,CM-018,ATT-011,66,1,3,7,1,Dropped,,2024-12-15,2025-06-26
CASE-000791,CL-00714,Mass Tort - Roundup,MI,2024-01-01,2024-01-01,2025-06-30,Settled,Resolved,CM-012,ATT-006,45,0,3,11,1,Settled,86631.94,2024-04-27,2025-06-30
CASE-000792,CL-00715,Mass Tort - Camp Lejeune,TX,2025-04-09,2025-04-11,,Active - Signed,Retainer Signed,CM-012,ATT-002,41,1,0,8,0,In Progress,,,2025-06-24
CASE-000793,CL-00716,Mass Tort - Talcum,NY,2024-01-23,2024-01-27,,Active - Signed,Retainer Signed,CM-002,ATT-008,52,1,2,10,0,In Progress,,,2025-06-21
CASE-000794,CL-00717,Mass Tort - Roundup,NY,2024-09-24,2024-09-27,,In Negotiation,Demand Sent,CM-011,ATT-005,23,0,1,8,1,In Progress,,2024-12-26,2025-06-20
CASE-000795,CL-00718,Mass Tort - Roundup,MI,2024-08-20,2024-08-22,,In Workup,Records Received,CM-005,ATT-001,28,1,2,8,0,In Progress,,,2025-06-09
CASE-000796,CL-00719,Motor Vehicle Accident,NY,2024-05-27,2024-05-31,,Active - Signed,Retainer Signed,CM-013,ATT-006,49,0,1,15,0,In Progress,,,2025-06-26
CASE-000797,CL-00720,Mass Tort - Roundup,FL,2024-11-05,2024-11-05,,Pending Records,Records Requested,CM-004,ATT-008,26,1,1,8,0,In Progress,,,2025-06-19
CASE-000798,CL-00721,Mass Tort - Talcum,MI,2024-12-08,2024-12-08,,In Workup,Records Received,CM-011,ATT-006,25,1,3,5,0,In Progress,,,2025-06-11
CASE-000799,CL-00722,Wrongful Death,GA,2024-08-28,2024-09-02,,In Workup,Records Received,CM-015,ATT-001,6,0,1,6,0,In Progress,,,2025-06-09
CASE-000800,CL-00723,Medical Malpractice,TX,2025-01-02,2025-01-07,,In Workup,Workup Complete,CM-015,ATT-003,15,0,1,9,1,In Progress,,2025-04-08,2025-06-26
CASE-000801,CL-00724,Wrongful Death,GA,2025-06-21,2025-06-22,,In Negotiation,Demand Sent,CM-002,ATT-009,60,0,0,10,1,In Progress,,,2025-06-22
CASE-000802,CL-00725,Nursing Home Negligence,GA,2024-06-09,2024-06-13,,In Workup,Workup Complete,CM-010,ATT-001,16,1,1,8,1,In Progress,,2024-08-17,2025-06-20
CASE-000803,CL-00726,Mass Tort - Camp Lejeune,IL,2024-07-28,2024-08-01,,In Negotiation,Demand Sent,CM-016,ATT-002,67,0,0,5,1,In Progress,,2024-10-15,2025-06-25
CASE-000804,CL-00727,Mass Tort - Camp Lejeune,NJ,2023-07-11,2023-07-16,,In Workup,Records Received,CM-012,ATT-011,54,1,2,13,0,In Progress,,,2025-06-22
CASE-000805,CL-00728,Motor Vehicle Accident,IL,2025-02-02,2025-02-02,,Active - Signed,Retainer Signed,CM-014,ATT-003,57,0,1,10,0,In Progress,,,2025-05-21
CASE-000806,CL-00729,Motor Vehicle Accident,CA,2024-07-31,2024-08-01,,In Negotiation,Demand Sent,CM-018,ATT-003,66,0,2,9,1,In Progress,,2024-11-12,2025-06-28
CASE-000807,CL-00730,Workers Compensation,LA,2024-06-03,2024-06-05,,Pending Records,Records Requested,CM-008,ATT-010,13,0,2,13,0,In Progress,,,2025-06-21
CASE-000808,CL-00731,Premises Liability,NC,2023-09-11,2023-09-13,,Active - Signed,Retainer Signed,CM-005,ATT-002,29,0,1,7,0,In Progress,,,2025-06-22
CASE-000809,CL-00732,Workers Compensation,PA,2025-04-21,2025-04-22,,In Negotiation,Demand Sent,CM-013,ATT-007,29,1,2,4,1,In Progress,,,2025-06-25
CASE-000810,CL-00733,Slip and Fall,TX,2024-05-26,2024-05-28,,In Negotiation,Negotiation,CM-003,ATT-004,67,1,0,4,1,In Progress,,2024-07-16,2025-06-12
CASE-000811,CL-00734,Motor Vehicle Accident,NJ,2024-11-08,2024-11-08,,In Workup,Workup Complete,CM-007,ATT-012,69,1,0,14,1,In Progress,,2025-01-06,2025-06-23
CASE-000812,CL-00735,Slip and Fall,LA,2023-10-22,2023-10-27,,In Negotiation,Negotiation,CM-014,ATT-001,53,1,2,6,1,In Progress,,2024-01-10,2025-06-07
CASE-000813,CL-00736,Mass Tort - Roundup,NY,2025-06-08,2025-06-08,,In Workup,Records Received,CM-004,ATT-004,21,0,1,13,0,In Progress,,,2025-06-25
CASE-000814,CL-00737,Slip and Fall,CA,2023-11-15,2023-11-16,,In Negotiation,Demand Sent,CM-011,ATT-002,24,1,0,11,1,In Progress,,2024-01-11,2025-06-16
CASE-000815,CL-00738,Workers Compensation,OH,2023-12-03,2023-12-03,,Pending Records,Records Requested,CM-001,ATT-003,66,1,3,9,0,In Progress,,,2025-05-30
CASE-000816,CL-00739,Motor Vehicle Accident,GA,2025-03-28,2025-03-29,2025-05-31,Dropped,Negotiation,CM-014,ATT-011,10,1,1,8,1,Dropped,,,2025-05-31
CASE-000817,CL-00740,Slip and Fall,TX,2025-05-07,2025-05-09,2025-06-30,Dropped,Resolved,CM-014,ATT-008,68,1,0,9,1,Dropped,,2025-07-02,2025-06-11
CASE-000818,CL-00741,Motor Vehicle Accident,NY,2023-12-14,2023-12-17,,Active - Signed,Retainer Signed,CM-016,ATT-004,63,1,3,9,0,In Progress,,,2025-06-17
CASE-000819,CL-00742,Slip and Fall,PA,2024-07-06,2024-07-11,,Active - Signed,Retainer Signed,CM-012,ATT-003,40,1,1,15,0,In Progress,,,2025-05-01
CASE-000820,CL-00743,Medical Malpractice,NY,2024-12-14,2024-12-16,2025-06-30,Settled,Resolved,CM-008,ATT-002,45,0,1,6,1,Settled,115216.56,2025-03-14,2025-06-25
CASE-000821,CL-00744,Mass Tort - Roundup,AL,2025-04-12,2025-04-14,,In Negotiation,Demand Sent,CM-008,ATT-006,4,0,0,10,1,In Progress,,,2025-06-23
CASE-000822,CL-00744,Motor Vehicle Accident,AL,2025-04-12,2025-04-14,,In Workup,Workup Complete,CM-002,ATT-009,23,0,1,10,1,In Progress,,,2025-06-19
CASE-000823,CL-00745,Motor Vehicle Accident,CA,2024-05-17,2024-05-19,,In Negotiation,Demand Sent,CM-002,ATT-011,26,1,2,13,1,In Progress,,2024-08-09,2025-06-07
CASE-000824,CL-00746,Mass Tort - Camp Lejeune,TX,2024-07-29,2024-07-29,,Active - Intake,Intake,CM-012,ATT-002,59,1,2,6,0,In Progress,,,2025-06-22
CASE-000825,CL-00747,Product Liability,OH,2024-12-20,2024-12-24,,In Negotiation,Demand Sent,CM-013,ATT-005,22,1,3,14,1,In Progress,,2025-03-29,2025-06-21
CASE-000826,CL-00748,Dog Bite,FL,2024-12-12,2024-12-15,,In Workup,Workup Complete,CM-004,ATT-012,58,1,2,10,1,In Progress,,2025-03-04,2025-06-17
CASE-000827,CL-00748,Motor Vehicle Accident,FL,2024-12-12,2024-12-13,,In Negotiation,Demand Sent,CM-010,ATT-009,74,1,4,8,1,In Progress,,2025-03-24,2025-06-14
CASE-000828,CL-00749,Wrongful Death,CA,2025-01-22,2025-01-27,,In Workup,Workup Complete,CM-014,ATT-006,32,1,0,7,1,In Progress,,2025-03-20,2025-06-16
CASE-000829,CL-00750,Mass Tort - Camp Lejeune,IL,2024-08-30,2024-09-03,,Active - Intake,Intake,CM-009,ATT-008,9,1,2,10,0,In Progress,,,2025-06-30
CASE-000830,CL-00751,Product Liability,FL,2023-09-19,2023-09-22,,In Negotiation,Negotiation,CM-018,ATT-007,70,1,0,11,1,In Progress,,2023-11-17,2025-06-02
CASE-000831,CL-00752,Medical Malpractice,TX,2025-05-01,2025-05-04,,In Workup,Records Received,CM-017,ATT-001,31,0,2,12,0,In Progress,,,2025-06-19
CASE-000832,CL-00753,Motor Vehicle Accident,NY,2025-04-02,2025-04-03,,Active - Intake,Intake,CM-007,ATT-008,34,1,0,3,0,In Progress,,,2025-06-18
CASE-000833,CL-00753,Nursing Home Negligence,NY,2025-04-02,2025-04-07,,Active - Intake,Intake,CM-012,ATT-007,13,0,2,10,0,In Progress,,,2025-05-10
CASE-000834,CL-00754,Slip and Fall,NC,2025-02-04,2025-02-04,,In Workup,Records Received,CM-012,ATT-001,5,1,2,7,0,In Progress,,,2025-06-22
CASE-000835,CL-00755,Premises Liability,NJ,2023-09-15,2023-09-19,,In Negotiation,Demand Sent,CM-005,ATT-001,53,1,1,10,1,In Progress,,2023-11-25,2025-06-18
CASE-000836,CL-00756,Slip and Fall,TX,2023-12-07,2023-12-10,,In Workup,Workup Complete,CM-003,ATT-003,18,1,2,3,1,In Progress,,2024-02-20,2025-06-30
CASE-000837,CL-00757,Motor Vehicle Accident,FL,2024-12-21,2024-12-23,,Active - Signed,Retainer Signed,CM-009,ATT-012,46,1,2,11,0,In Progress,,,2025-06-12
CASE-000838,CL-00758,Mass Tort - Roundup,TN,2023-07-19,2023-07-21,,In Workup,Workup Complete,CM-010,ATT-004,82,1,3,16,1,In Progress,,2023-10-11,2025-06-05
CASE-000839,CL-00759,Wrongful Death,TN,2025-06-19,2025-06-24,2025-06-30,Settled,Resolved,CM-017,ATT-003,62,0,2,10,1,Settled,228202.65,,2025-04-23
CASE-000840,CL-00760,Mass Tort - Camp Lejeune,FL,2024-05-15,2024-05-16,,Active - Intake,Intake,CM-010,ATT-001,60,1,0,10,0,In Progress,,,2025-05-04
CASE-000841,CL-00761,Nursing Home Negligence,CA,2024-12-03,2024-12-03,,In Negotiation,Demand Sent,CM-007,ATT-009,7,0,2,5,1,In Progress,,2025-03-12,2025-06-21
CASE-000842,CL-00762,Premises Liability,TX,2025-04-19,2025-04-20,2025-06-30,Settled,Resolved,CM-007,ATT-011,56,0,3,8,1,Settled,20158.47,,2025-06-19
CASE-000843,CL-00763,Mass Tort - Talcum,IL,2024-05-26,2024-05-29,,Pending Records,Records Requested,CM-004,ATT-009,45,1,0,5,0,In Progress,,,2025-06-29
CASE-000844,CL-00764,Dog Bite,NC,2024-03-30,2024-04-03,,Active - Intake,Intake,CM-007,ATT-006,59,1,4,9,0,In Progress,,,2025-06-20
CASE-000845,CL-00765,Motor Vehicle Accident,NY,2024-09-22,2024-09-24,,In Workup,Workup Complete,CM-010,ATT-012,73,1,1,10,1,In Progress,,2024-11-30,2025-06-28
CASE-000846,CL-00766,Slip and Fall,IL,2024-09-06,2024-09-08,,In Negotiation,Negotiation,CM-008,ATT-005,16,1,2,4,1,In Progress,,2024-11-20,2025-06-21
CASE-000847,CL-00767,Nursing Home Negligence,OH,2024-06-03,2024-06-08,,Active - Signed,Retainer Signed,CM-011,ATT-002,47,1,4,12,0,In Progress,,,2025-06-21
CASE-000848,CL-00768,Workers Compensation,OH,2024-09-18,2024-09-23,,In Negotiation,Demand Sent,CM-011,ATT-004,25,1,1,10,1,In Progress,,2024-11-29,2025-06-04
CASE-000849,CL-00769,Workers Compensation,TX,2025-05-23,2025-05-27,,Active - Signed,Retainer Signed,CM-010,ATT-005,67,1,1,7,0,In Progress,,,2025-05-01
CASE-000850,CL-00770,Motor Vehicle Accident,NY,2024-07-05,2024-07-09,,In Negotiation,Demand Sent,CM-005,ATT-008,50,1,3,10,1,In Progress,,2024-10-08,2025-05-09
CASE-000851,CL-00771,Workers Compensation,IL,2023-11-30,2023-12-03,,In Workup,Workup Complete,CM-018,ATT-002,40,1,1,6,1,In Progress,,2024-02-04,2025-06-30
CASE-000852,CL-00772,Slip and Fall,GA,2024-05-15,2024-05-15,,In Negotiation,Negotiation,CM-010,ATT-007,66,1,3,5,1,In Progress,,2024-08-09,2025-06-23
CASE-000853,CL-00773,Premises Liability,NY,2024-05-26,2024-05-31,,Active - Signed,Retainer Signed,CM-001,ATT-001,7,1,1,10,0,In Progress,,,2025-04-13
CASE-000854,CL-00774,Motor Vehicle Accident,MI,2023-10-08,2023-10-10,2025-01-16,Dropped,Demand Sent,CM-015,ATT-006,66,1,3,9,1,Dropped,,2024-01-08,2025-01-16
CASE-000855,CL-00775,Premises Liability,TX,2023-11-02,2023-11-02,,In Workup,Records Received,CM-013,ATT-009,54,1,1,8,0,In Progress,,,2025-06-30
CASE-000856,CL-00776,Motor Vehicle Accident,VA,2024-11-09,2024-11-14,,In Negotiation,Negotiation,CM-011,ATT-011,51,1,3,7,1,In Progress,,2025-02-10,2025-06-20
CASE-000857,CL-00777,Mass Tort - Camp Lejeune,CA,2024-04-18,2024-04-18,,In Negotiation,Negotiation,CM-009,ATT-007,76,1,1,3,1,In Progress,,2024-06-17,2025-05-29
CASE-000858,CL-00778,Workers Compensation,FL,2025-06-04,2025-06-08,,In Workup,Workup Complete,CM-005,ATT-003,67,1,1,6,1,In Progress,,,2025-06-28
CASE-000859,CL-00779,Slip and Fall,NJ,2024-01-13,2024-01-16,,Active - Intake,Intake,CM-007,ATT-012,54,1,2,8,0,In Progress,,,2025-06-09
CASE-000860,CL-00780,Workers Compensation,AL,2023-09-14,2023-09-19,,In Workup,Records Received,CM-006,ATT-008,43,0,1,9,0,In Progress,,,2025-05-27
CASE-000861,CL-00781,Mass Tort - Roundup,OH,2024-12-29,2024-12-31,2025-06-18,Settled,Resolved,CM-018,ATT-007,43,1,3,9,1,Settled,101960.31,2025-03-31,2025-06-18
CASE-000862,CL-00782,Motor Vehicle Accident,PA,2025-04-14,2025-04-17,,Active - Signed,Retainer Signed,CM-004,ATT-009,26,0,2,3,0,In Progress,,,2025-06-18
CASE-000863,CL-00783,Motor Vehicle Accident,NC,2024-02-17,2024-02-20,,In Negotiation,Negotiation,CM-013,ATT-006,46,1,1,7,1,In Progress,,2024-04-24,2025-05-27
CASE-000864,CL-00784,Motor Vehicle Accident,OH,2023-12-05,2023-12-07,,In Workup,Workup Complete,CM-011,ATT-009,15,1,3,14,1,In Progress,,2024-03-11,2025-06-26
CASE-000865,CL-00785,Product Liability,NY,2023-11-21,2023-11-21,2025-06-24,Dropped,Resolved,CM-002,ATT-004,54,1,1,13,1,Dropped,,2024-01-30,2025-06-06
CASE-000866,CL-00786,Mass Tort - Roundup,FL,2024-08-01,2024-08-04,,In Negotiation,Negotiation,CM-011,ATT-011,33,1,1,7,1,In Progress,,2024-10-07,2025-06-24
CASE-000867,CL-00787,Workers Compensation,CA,2024-07-05,2024-07-08,,In Negotiation,Negotiation,CM-011,ATT-011,31,1,1,5,1,In Progress,,2024-09-08,2025-05-30
CASE-000868,CL-00788,Motor Vehicle Accident,MO,2024-01-29,2024-02-01,,In Workup,Workup Complete,CM-003,ATT-004,42,1,1,9,1,In Progress,,2024-04-07,2025-06-30
CASE-000869,CL-00789,Dog Bite,AZ,2023-08-05,2023-08-05,,In Negotiation,Negotiation,CM-001,ATT-010,61,1,1,12,1,In Progress,,2023-10-13,2025-06-27
CASE-000870,CL-00790,Premises Liability,NY,2024-07-12,2024-07-15,2025-06-15,Closed-Lost,Resolved,CM-013,ATT-011,52,1,1,8,1,Dismissed,,2024-09-18,2025-06-15
CASE-000871,CL-00791,Product Liability,OH,2025-06-07,2025-06-10,,Active - Signed,Retainer Signed,CM-010,ATT-008,57,1,2,10,0,In Progress,,,2025-06-30
CASE-000872,CL-00792,Premises Liability,CA,2024-10-19,2024-10-22,,In Negotiation,Demand Sent,CM-009,ATT-002,17,0,1,3,1,In Progress,,2025-01-15,2025-05-19
CASE-000873,CL-00793,Nursing Home Negligence,MI,2024-07-19,2024-07-22,,Active - Signed,Retainer Signed,CM-011,ATT-002,57,1,3,16,0,In Progress,,,2025-06-30
CASE-000874,CL-00794,Motor Vehicle Accident,IL,2023-09-23,2023-09-28,,In Workup,Workup Complete,CM-003,ATT-005,56,1,3,4,1,In Progress,,2023-12-22,2025-06-02
CASE-000875,CL-00795,Product Liability,NJ,2024-01-22,2024-01-24,,In Negotiation,Negotiation,CM-003,ATT-010,43,1,0,8,1,In Progress,,2024-03-17,2025-06-06
CASE-000876,CL-00796,Mass Tort - Roundup,TX,2024-03-05,2024-03-10,,In Negotiation,Demand Sent,CM-002,ATT-003,64,1,1,7,1,In Progress,,2024-05-13,2025-06-20
CASE-000877,CL-00797,Dog Bite,NY,2025-01-07,2025-01-09,,Active - Intake,Intake,CM-007,ATT-002,62,1,0,2,0,In Progress,,,2025-06-28
CASE-000878,CL-00798,Mass Tort - Camp Lejeune,PA,2025-04-11,2025-04-14,2025-06-30,Settled,Resolved,CM-013,ATT-009,55,1,1,14,1,Settled,187293.03,2025-06-24,2025-06-29
CASE-000879,CL-00799,Slip and Fall,GA,2025-04-29,2025-05-01,,In Workup,Records Received,CM-009,ATT-012,44,1,2,9,0,In Progress,,,2025-06-24
CASE-000880,CL-00800,Motor Vehicle Accident,OH,2025-06-22,2025-06-26,,In Negotiation,Negotiation,CM-003,ATT-010,43,1,1,8,1,In Progress,,,2025-06-01
CASE-000881,CL-00801,Motor Vehicle Accident,PA,2025-06-20,2025-06-23,,In Negotiation,Demand Sent,CM-006,ATT-005,29,1,0,16,1,In Progress,,,2025-06-24
CASE-000882,CL-00802,Mass Tort - Roundup,CA,2025-06-03,2025-06-08,,Active - Signed,Retainer Signed,CM-014,ATT-002,49,1,0,8,0,In Progress,,,2025-04-24
CASE-000883,CL-00803,Dog Bite,PA,2023-08-25,2023-08-26,,Pending Records,Records Requested,CM-018,ATT-011,76,1,2,6,0,In Progress,,,2025-06-27
CASE-000884,CL-00804,Mass Tort - Roundup,TX,2023-10-13,2023-10-15,,Active - Signed,Retainer Signed,CM-014,ATT-004,69,0,1,11,0,In Progress,,,2025-06-12
CASE-000885,CL-00804,Mass Tort - Roundup,TX,2023-10-13,2023-10-14,,In Workup,Workup Complete,CM-007,ATT-012,61,1,1,8,1,In Progress,,2023-12-18,2025-05-23
CASE-000886,CL-00805,Product Liability,NJ,2024-03-15,2024-03-17,,Active - Intake,Intake,CM-002,ATT-008,49,0,1,9,0,In Progress,,,2025-05-31
CASE-000887,CL-00806,Motor Vehicle Accident,AZ,2024-08-20,2024-08-25,,Active - Intake,Intake,CM-016,ATT-010,48,1,0,10,0,In Progress,,,2025-06-08
CASE-000888,CL-00807,Motor Vehicle Accident,TX,2023-09-13,2023-09-13,,In Negotiation,Demand Sent,CM-010,ATT-003,20,1,1,6,1,In Progress,,2023-11-15,2025-05-23
CASE-000889,CL-00808,Motor Vehicle Accident,MI,2025-03-17,2025-03-20,,In Negotiation,Demand Sent,CM-014,ATT-002,44,1,0,5,1,In Progress,,2025-05-09,2025-06-30
CASE-000890,CL-00809,Motor Vehicle Accident,OH,2024-09-27,2024-09-29,,Active - Signed,Retainer Signed,CM-017,ATT-002,24,1,2,8,0,In Progress,,,2025-06-15
CASE-000891,CL-00810,Motor Vehicle Accident,CA,2024-08-13,2024-08-17,,In Negotiation,Demand Sent,CM-008,ATT-004,71,1,2,13,1,In Progress,,2024-11-07,2025-06-07
CASE-000892,CL-00811,Medical Malpractice,TX,2023-11-04,2023-11-08,,Active - Signed,Retainer Signed,CM-016,ATT-009,10,1,0,5,0,In Progress,,,2025-06-17
CASE-000893,CL-00812,Motor Vehicle Accident,NY,2024-01-22,2024-01-24,,In Negotiation,Demand Sent,CM-002,ATT-012,46,0,1,11,1,In Progress,,2024-04-26,2025-06-28
CASE-000894,CL-00813,Mass Tort - Roundup,TN,2023-10-31,2023-11-02,,Pending Records,Records Requested,CM-001,ATT-008,67,1,3,10,0,In Progress,,,2025-06-28
CASE-000895,CL-00814,Motor Vehicle Accident,NJ,2025-03-22,2025-03-27,,In Workup,Workup Complete,CM-013,ATT-012,66,1,2,6,1,In Progress,,,2025-06-24
CASE-000896,CL-00815,Motor Vehicle Accident,TX,2024-09-08,2024-09-10,,In Negotiation,Demand Sent,CM-011,ATT-002,41,1,1,15,1,In Progress,,2024-11-06,2025-05-17
CASE-000897,CL-00816,Motor Vehicle Accident,TX,2024-12-15,2024-12-20,,In Negotiation,Negotiation,CM-002,ATT-001,34,1,1,6,1,In Progress,,2025-02-21,2025-06-18
CASE-000898,CL-00817,Motor Vehicle Accident,CA,2024-03-07,2024-03-08,,In Negotiation,Negotiation,CM-009,ATT-012,67,1,0,15,1,In Progress,,2024-04-22,2025-06-29
CASE-000899,CL-00818,Motor Vehicle Accident,CA,2024-05-12,2024-05-13,,Active - Signed,Retainer Signed,CM-005,ATT-008,39,1,4,6,0,In Progress,,,2025-06-19
CASE-000900,CL-00819,Slip and Fall,OH,2024-06-01,2024-06-06,,In Negotiation,Demand Sent,CM-011,ATT-011,65,1,1,11,1,In Progress,,2024-08-13,2025-06-05
CASE-000901,CL-00820,Motor Vehicle Accident,CA,2025-01-03,2025-01-05,2025-06-30,Settled,Resolved,CM-003,ATT-004,22,1,2,9,1,Settled,54899.18,2025-03-24,2025-06-26
CASE-000902,CL-00821,Mass Tort - Roundup,MI,2025-01-13,2025-01-17,,Active - Intake,Intake,CM-014,ATT-012,56,1,1,10,0,In Progress,,,2025-06-30
CASE-000903,CL-00821,Motor Vehicle Accident,MI,2025-01-13,2025-01-13,,In Workup,Workup Complete,CM-002,ATT-001,59,0,1,7,1,In Progress,,2025-04-12,2025-06-18
CASE-000904,CL-00822,Product Liability,TX,2023-12-09,2023-12-11,,Active - Intake,Intake,CM-007,ATT-001,39,0,3,10,0,In Progress,,,2025-05-29
CASE-000905,CL-00822,Workers Compensation,TX,2023-12-09,2023-12-12,2025-06-30,Closed-Lost,Resolved,CM-016,ATT-007,55,1,2,8,1,Dismissed,,2024-02-27,2025-05-15
CASE-000906,CL-00823,Premises Liability,LA,2025-05-27,2025-05-28,,In Workup,Workup Complete,CM-008,ATT-004,67,1,2,8,1,In Progress,,,2025-06-29
CASE-000907,CL-00824,Slip and Fall,TX,2023-09-30,2023-10-03,,Pending Records,Records Requested,CM-004,ATT-009,51,1,2,12,0,In Progress,,,2025-04-28
CASE-000908,CL-00825,Motor Vehicle Accident,LA,2025-04-25,2025-04-25,,In Negotiation,Demand Sent,CM-007,ATT-012,2,1,1,11,1,In Progress,,,2025-05-29
CASE-000909,CL-00825,Dog Bite,LA,2025-04-25,2025-04-28,,In Workup,Workup Complete,CM-018,ATT-011,41,1,3,14,1,In Progress,,,2025-06-07
CASE-000910,CL-00826,Motor Vehicle Accident,MI,2023-09-15,2023-09-16,,Active - Signed,Retainer Signed,CM-001,ATT-005,8,1,2,9,0,In Progress,,,2025-05-22
CASE-000911,CL-00827,Slip and Fall,TX,2024-02-03,2024-02-07,2025-04-29,Dropped,Negotiation,CM-003,ATT-010,73,1,3,13,1,Dropped,,2024-05-11,2025-04-29
CASE-000912,CL-00828,Medical Malpractice,PA,2025-03-17,2025-03-18,,In Negotiation,Negotiation,CM-006,ATT-008,6,1,2,13,1,In Progress,,2025-06-08,2025-06-27
CASE-000913,CL-00829,Medical Malpractice,NY,2023-11-15,2023-11-18,,In Negotiation,Negotiation,CM-009,ATT-004,66,1,1,6,1,In Progress,,2024-01-20,2025-06-29
CASE-000914,CL-00830,Workers Compensation,CA,2024-06-06,2024-06-06,,Active - Intake,Intake,CM-007,ATT-006,57,0,2,16,0,In Progress,,,2025-05-29
CASE-000915,CL-00831,Motor Vehicle Accident,PA,2024-06-26,2024-06-29,2025-06-30,Closed-Lost,Resolved,CM-017,ATT-004,60,0,1,17,1,Dismissed,,2024-09-21,2025-06-26
CASE-000916,CL-00832,Mass Tort - Camp Lejeune,CA,2024-01-14,2024-01-17,2025-06-30,Settled,Resolved,CM-010,ATT-004,75,1,2,5,1,Settled,260963.63,2024-03-31,2025-06-13
CASE-000917,CL-00832,Mass Tort - Roundup,CA,2024-01-14,2024-01-15,,Active - Intake,Intake,CM-014,ATT-002,60,1,1,11,0,In Progress,,,2025-06-27
CASE-000918,CL-00833,Motor Vehicle Accident,NY,2024-11-27,2024-11-29,,In Workup,Records Received,CM-015,ATT-001,70,1,5,13,0,In Progress,,,2025-06-15
CASE-000919,CL-00834,Premises Liability,CA,2025-03-21,2025-03-25,,In Workup,Records Received,CM-009,ATT-007,21,1,2,9,0,In Progress,,,2025-06-29
CASE-000920,CL-00835,Mass Tort - Talcum,MO,2025-04-09,2025-04-14,,In Negotiation,Demand Sent,CM-014,ATT-009,44,1,2,9,1,In Progress,,,2025-05-31
CASE-000921,CL-00836,Workers Compensation,NY,2024-04-18,2024-04-21,2025-06-21,Settled,Resolved,CM-008,ATT-005,18,0,4,2,1,Settled,38104.64,2024-08-19,2025-05-25
CASE-000922,CL-00837,Premises Liability,IL,2024-08-06,2024-08-06,,Active - Intake,Intake,CM-004,ATT-010,19,1,2,15,0,In Progress,,,2025-04-24
CASE-000923,CL-00838,Workers Compensation,MS,2024-01-17,2024-01-17,,In Negotiation,Negotiation,CM-008,ATT-010,77,1,2,11,1,In Progress,,2024-04-06,2025-06-28
