activity_id,case_id,case_manager_id,activity_type,activity_date,duration_minutes
ACT-0004845,CASE-000767,CM-014,Medical Record Review,2024-11-07,16
ACT-0004846,CASE-000767,CM-014,Client Meeting,2024-11-22,6
ACT-0004847,CASE-000767,CM-014,Phone Call,2024-09-18,2
ACT-0004848,CASE-000767,CM-014,Medical Record Review,2024-12-04,19
ACT-0004849,CASE-000768,CM-015,Negotiation Call,2024-03-04,1
ACT-0004850,CASE-000768,CM-015,Email,2024-01-27,20
ACT-0004851,CASE-000768,CM-015,Status Update,2023-10-11,7
ACT-0004852,CASE-000768,CM-015,Email,2023-11-10,7
ACT-0004853,CASE-000768,CM-015,Internal Note,2024-02-22,1
ACT-0004854,CASE-000768,CM-015,SMS,2023-11-13,20
ACT-0004855,CASE-000769,CM-015,Document Request,2023-11-08,10
ACT-0004856,CASE-000769,CM-015,Demand Drafting,2023-11-08,19
ACT-0004857,CASE-000769,CM-015,Demand Drafting,2023-12-02,17
ACT-0004858,CASE-000769,CM-015,Negotiation Call,2024-01-11,1
ACT-0004859,CASE-000769,CM-015,Phone Call,2024-03-16,22
ACT-0004860,CASE-000769,CM-015,Internal Note,2024-03-02,28
ACT-0004861,CASE-000769,CM-015,Client Meeting,2024-03-25,9
ACT-0004862,CASE-000770,CM-010,Client Meeting,2024-11-21,23
ACT-0004863,CASE-000770,CM-010,Status Update,2024-11-20,29
ACT-0004864,CASE-000770,CM-010,Internal Note,2024-11-23,22
ACT-0004865,CASE-000770,CM-010,Email,2024-12-10,28
ACT-0004866,CASE-000770,CM-010,Medical Record Review,2024-11-23,20
ACT-0004867,CASE-000770,CM-010,Document Request,2024-12-06,21
ACT-0004868,CASE-000770,CM-010,Status Update,2024-11-22,16
ACT-0004869,CASE-000770,CM-010,Medical Record Review,2024-12-02,2
ACT-0004870,CASE-000771,CM-017,Demand Drafting,2023-12-23,15
ACT-0004871,CASE-000771,CM-017,Demand Drafting,2024-12-10,31
ACT-0004872,CASE-000771,CM-017,Client Meeting,2025-01-26,2
ACT-0004873,CASE-000771,CM-017,Client Meeting,2024-06-02,11
ACT-0004874,CASE-000772,CM-001,Email,2024-10-05,30
ACT-0004875,CASE-000772,CM-001,Demand Drafting,2024-10-28,22
ACT-0004876,CASE-000772,CM-001,Client Meeting,2024-12-30,6
ACT-0004877,CASE-000772,CM-001,Phone Call,2024-10-08,17
ACT-0004878,CASE-000772,CM-001,SMS,2025-01-21,12
ACT-0004879,CASE-000772,CM-001,SMS,2025-01-06,15
ACT-0004880,CASE-000772,CM-001,Demand Drafting,2024-08-09,26
ACT-0004881,CASE-000773,CM-003,Status Update,2025-06-29,33
ACT-0004882,CASE-000773,CM-003,Internal Note,2025-06-30,15
ACT-0004883,CASE-000773,CM-003,Phone Call,2025-06-29,13
ACT-0004884,CASE-000773,CM-003,SMS,2025-06-28,20
ACT-0004885,CASE-000773,CM-003,Negotiation Call,2025-06-29,14
ACT-0004886,CASE-000774,CM-001,Email,2023-10-16,17
ACT-0004887,CASE-000774,CM-001,Phone Call,2024-01-05,6
ACT-0004888,CASE-000774,CM-001,Document Request,2023-12-02,30
ACT-0004889,CASE-000774,CM-001,Phone Call,2023-07-08,3
ACT-0004890,CASE-000774,CM-001,SMS,2023-07-22,29
ACT-0004891,CASE-000775,CM-017,Phone Call,2024-02-23,12
ACT-0004892,CASE-000775,CM-017,Document Request,2023-07-19,1
ACT-0004893,CASE-000775,CM-017,Demand Drafting,2023-09-26,17
ACT-0004894,CASE-000775,CM-017,Client Meeting,2024-06-11,19
ACT-0004895,CASE-000775,CM-017,SMS,2023-12-24,20
ACT-0004896,CASE-000775,CM-017,Email,2024-06-26,30
ACT-0004897,CASE-000776,CM-005,Negotiation Call,2025-06-30,10
ACT-0004898,CASE-000776,CM-005,SMS,2025-06-29,26
ACT-0004899,CASE-000776,CM-005,Document Request,2025-06-29,39
ACT-0004900,CASE-000776,CM-005,Client Meeting,2025-06-29,15
ACT-0004901,CASE-000776,CM-005,Client Meeting,2025-06-29,25
ACT-0004902,CASE-000777,CM-006,Email,2024-09-29,4
ACT-0004903,CASE-000777,CM-006,Email,2024-09-12,23
ACT-0004904,CASE-000777,CM-006,Medical Record Review,2024-10-27,1
ACT-0004905,CASE-000777,CM-006,Status Update,2024-10-17,19
ACT-0004906,CASE-000778,CM-001,Document Request,2024-08-03,20
ACT-0004907,CASE-000778,CM-001,Demand Drafting,2023-11-20,29
ACT-0004908,CASE-000778,CM-001,Demand Drafting,2024-11-23,13
ACT-0004909,CASE-000778,CM-001,Demand Drafting,2024-03-10,24
ACT-0004910,CASE-000778,CM-001,Demand Drafting,2025-04-11,24
ACT-0004911,CASE-000778,CM-001,Demand Drafting,2024-05-25,25
ACT-0004912,CASE-000779,CM-013,Email,2025-06-30,26
ACT-0004913,CASE-000779,CM-013,Document Request,2025-05-10,41
ACT-0004914,CASE-000779,CM-013,SMS,2025-05-17,24
ACT-0004915,CASE-000779,CM-013,Medical Record Review,2025-05-30,40
ACT-0004916,CASE-000779,CM-013,Internal Note,2025-05-19,19
ACT-0004917,CASE-000779,CM-013,Negotiation Call,2025-04-28,35
ACT-0004918,CASE-000779,CM-013,Demand Drafting,2025-06-15,13
ACT-0004919,CASE-000779,CM-013,Client Meeting,2025-05-04,1
ACT-0004920,CASE-000779,CM-013,Demand Drafting,2025-04-28,16
ACT-0004921,CASE-000780,CM-018,Status Update,2025-05-26,25
ACT-0004922,CASE-000780,CM-018,Status Update,2025-05-22,18
ACT-0004923,CASE-000780,CM-018,Medical Record Review,2025-04-22,18
ACT-0004924,CASE-000780,CM-018,Client Meeting,2025-05-16,22
ACT-0004925,CASE-000780,CM-018,Document Request,2025-04-16,15
ACT-0004926,CASE-000781,CM-006,Internal Note,2024-08-22,25
ACT-0004927,CASE-000781,CM-006,Medical Record Review,2024-09-29,16
ACT-0004928,CASE-000781,CM-006,Phone Call,2024-10-13,3
ACT-0004929,CASE-000781,CM-006,Medical Record Review,2025-02-13,21
ACT-0004930,CASE-000781,CM-006,Client Meeting,2024-12-10,31
ACT-0004931,CASE-000781,CM-006,Status Update,2024-12-12,37
ACT-0004932,CASE-000781,CM-006,Status Update,2024-10-26,4
ACT-0004933,CASE-000781,CM-006,Medical Record Review,2024-12-24,1
ACT-0004934,CASE-000781,CM-006,Medical Record Review,2024-11-17,29
ACT-0004935,CASE-000781,CM-006,Internal Note,2024-11-10,28
ACT-0004936,CASE-000781,CM-006,Demand Drafting,2024-11-22,16
ACT-0004937,CASE-000782,CM-003,Negotiation Call,2025-01-05,14
ACT-0004938,CASE-000782,CM-003,Phone Call,2024-11-26,33
ACT-0004939,CASE-000782,CM-003,Phone Call,2025-04-16,17
ACT-0004940,CASE-000782,CM-003,Negotiation Call,2024-12-15,37
ACT-0004941,CASE-000783,CM-011,Status Update,2024-07-31,6
ACT-0004942,CASE-000783,CM-011,Internal Note,2024-07-26,13
ACT-0004943,CASE-000783,CM-011,Negotiation Call,2024-05-14,15
ACT-0004944,CASE-000783,CM-011,Negotiation Call,2024-05-13,25
ACT-0004945,CASE-000783,CM-011,Medical Record Review,2024-04-18,7
ACT-0004946,CASE-000784,CM-012,Demand Drafting,2024-01-06,20
ACT-0004947,CASE-000784,CM-012,Document Request,2024-08-09,1
ACT-0004948,CASE-000784,CM-012,Phone Call,2024-06-22,12
ACT-0004949,CASE-000784,CM-012,SMS,2024-06-22,16
ACT-0004950,CASE-000785,CM-009,Client Meeting,2024-12-10,19
ACT-0004951,CASE-000785,CM-009,Demand Drafting,2025-02-16,34
ACT-0004952,CASE-000785,CM-009,Status Update,2025-03-31,1
ACT-0004953,CASE-000785,CM-009,Internal Note,2025-05-31,29
ACT-0004954,CASE-000785,CM-009,Status Update,2025-01-19,9
ACT-0004955,CASE-000786,CM-002,Negotiation Call,2025-05-17,16
ACT-0004956,CASE-000786,CM-002,Client Meeting,2024-04-19,32
ACT-0004957,CASE-000786,CM-002,Document Request,2025-01-12,23
ACT-0004958,CASE-000786,CM-002,Email,2024-06-15,17
ACT-0004959,CASE-000786,CM-002,Negotiation Call,2025-05-14,5
ACT-0004960,CASE-000786,CM-002,Email,2025-01-09,44
ACT-0004961,CASE-000786,CM-002,Demand Drafting,2024-06-14,15
ACT-0004962,CASE-000787,CM-011,Medical Record Review,2025-01-27,9
ACT-0004963,CASE-000787,CM-011,Phone Call,2025-02-07,18
ACT-0004964,CASE-000787,CM-011,Internal Note,2025-01-28,20
ACT-0004965,CASE-000787,CM-011,Demand Drafting,2024-12-09,24
ACT-0004966,CASE-000787,CM-011,Demand Drafting,2024-11-23,18
ACT-0004967,CASE-000787,CM-011,Internal Note,2025-01-23,5
ACT-0004968,CASE-000788,CM-010,Medical Record Review,2025-05-14,32
ACT-0004969,CASE-000788,CM-010,Internal Note,2025-03-21,27
ACT-0004970,CASE-000788,CM-010,Medical Record Review,2025-04-30,24
ACT-0004971,CASE-000788,CM-010,Client Meeting,2025-03-25,1
ACT-0004972,CASE-000789,CM-008,Internal Note,2024-03-24,22
ACT-0004973,CASE-000789,CM-008,Document Request,2024-02-02,17
ACT-0004974,CASE-000789,CM-008,SMS,2023-11-21,28
ACT-0004975,CASE-000789,CM-008,Client Meeting,2023-09-14,23
ACT-0004976,CASE-000789,CM-008,Internal Note,2023-08-11,23
ACT-0004977,CASE-000790,CM-018,Negotiation Call,2024-12-11,38
ACT-0004978,CASE-000790,CM-018,Phone Call,2025-04-20,17
ACT-0004979,CASE-000790,CM-018,Client Meeting,2024-11-02,11
ACT-0004980,CASE-000790,CM-018,Client Meeting,2025-03-19,17
ACT-0004981,CASE-000790,CM-018,Negotiation Call,2024-12-03,20
ACT-0004982,CASE-000791,CM-012,SMS,2024-10-21,2
ACT-0004983,CASE-000791,CM-012,Client Meeting,2025-04-15,14
ACT-0004984,CASE-000791,CM-012,Client Meeting,2024-01-18,7
ACT-0004985,CASE-000791,CM-012,Negotiation Call,2025-05-05,19
ACT-0004986,CASE-000791,CM-012,Document Request,2024-08-24,2
ACT-0004987,CASE-000791,CM-012,Negotiation Call,2024-05-21,23
ACT-0004988,CASE-000791,CM-012,Negotiation Call,2024-01-12,28
ACT-0004989,CASE-000791,CM-012,Status Update,2024-03-12,5
ACT-0004990,CASE-000791,CM-012,SMS,2024-06-24,1
ACT-0004991,CASE-000792,CM-012,Demand Drafting,2025-04-22,1
ACT-0004992,CASE-000792,CM-012,Negotiation Call,2025-04-21,21
ACT-0004993,CASE-000792,CM-012,Email,2025-04-13,14
ACT-0004994,CASE-000792,CM-012,SMS,2025-04-12,18
ACT-0004995,CASE-000792,CM-012,Client Meeting,2025-05-02,17
ACT-0004996,CASE-000792,CM-012,Phone Call,2025-04-18,13
ACT-0004997,CASE-000793,CM-002,SMS,2024-03-27,12
ACT-0004998,CASE-000793,CM-002,Phone Call,2024-05-06,20
ACT-0004999,CASE-000793,CM-002,Negotiation Call,2024-04-03,8
ACT-0005000,CASE-000793,CM-002,Phone Call,2024-01-27,18
ACT-0005001,CASE-000793,CM-002,Medical Record Review,2024-04-12,20
ACT-0005002,CASE-000793,CM-002,Demand Drafting,2024-03-13,21
ACT-0005003,CASE-000793,CM-002,Demand Drafting,2024-04-15,13
ACT-0005004,CASE-000793,CM-002,Medical Record Review,2024-03-21,29
ACT-0005005,CASE-000794,CM-011,Status Update,2024-12-18,18
ACT-0005006,CASE-000794,CM-011,Phone Call,2024-11-08,7
ACT-0005007,CASE-000794,CM-011,Internal Note,2025-04-28,13
ACT-0005008,CASE-000794,CM-011,Email,2025-01-03,13
ACT-0005009,CASE-000794,CM-011,Status Update,2024-10-25,3
ACT-0005010,CASE-000794,CM-011,Medical Record Review,2024-11-09,13
ACT-0005011,CASE-000794,CM-011,Document Request,2025-05-12,32
ACT-0005012,CASE-000795,CM-005,Medical Record Review,2024-09-18,16
ACT-0005013,CASE-000795,CM-005,SMS,2024-10-30,22
ACT-0005014,CASE-000795,CM-005,Negotiation Call,2024-10-31,32
ACT-0005015,CASE-000795,CM-005,Demand Drafting,2024-10-17,22
ACT-0005016,CASE-000796,CM-013,Email,2024-06-20,25
ACT-0005017,CASE-000796,CM-013,Document Request,2024-07-27,26
ACT-0005018,CASE-000796,CM-013,Medical Record Review,2024-08-26,21
ACT-0005019,CASE-000796,CM-013,SMS,2024-06-26,14
ACT-0005020,CASE-000796,CM-013,Email,2024-08-13,15
ACT-0005021,CASE-000796,CM-013,Client Meeting,2024-06-21,3
ACT-0005022,CASE-000796,CM-013,Medical Record Review,2024-07-03,15
ACT-0005023,CASE-000797,CM-004,Medical Record Review,2024-11-21,19
ACT-0005024,CASE-000797,CM-004,SMS,2024-12-21,17
ACT-0005025,CASE-000797,CM-004,Medical Record Review,2025-02-08,15
ACT-0005026,CASE-000797,CM-004,Demand Drafting,2025-02-08,13
ACT-0005027,CASE-000798,CM-011,Status Update,2024-12-22,6
ACT-0005028,CASE-000798,CM-011,Negotiation Call,2025-01-11,37
ACT-0005029,CASE-000798,CM-011,Negotiation Call,2025-02-13,24
ACT-0005030,CASE-000798,CM-011,Status Update,2025-02-21,13
ACT-0005031,CASE-000799,CM-015,SMS,2024-09-28,30
ACT-0005032,CASE-000799,CM-015,Email,2024-12-09,15
ACT-0005033,CASE-000799,CM-015,SMS,2024-09-11,5
ACT-0005034,CASE-000800,CM-015,SMS,2025-01-21,19
ACT-0005035,CASE-000800,CM-015,Internal Note,2025-02-14,7
ACT-0005036,CASE-000800,CM-015,SMS,2025-04-08,5
ACT-0005037,CASE-000800,CM-015,Email,2025-03-17,25
ACT-0005038,CASE-000800,CM-015,Phone Call,2025-01-31,14
ACT-0005039,CASE-000800,CM-015,Status Update,2025-01-13,26
ACT-0005040,CASE-000800,CM-015,Email,2025-04-25,19
ACT-0005041,CASE-000800,CM-015,Negotiation Call,2025-02-22,22
ACT-0005042,CASE-000801,CM-002,Medical Record Review,2025-06-28,16
ACT-0005043,CASE-000801,CM-002,Client Meeting,2025-06-27,12
ACT-0005044,CASE-000801,CM-002,Internal Note,2025-06-27,13
ACT-0005045,CASE-000801,CM-002,SMS,2025-06-30,15
ACT-0005046,CASE-000801,CM-002,Demand Drafting,2025-06-27,24
ACT-0005047,CASE-000801,CM-002,Demand Drafting,2025-06-30,27
ACT-0005048,CASE-000801,CM-002,Email,2025-06-23,8
ACT-0005049,CASE-000802,CM-010,Status Update,2024-10-25,31
ACT-0005050,CASE-000802,CM-010,Demand Drafting,2025-02-03,29
ACT-0005051,CASE-000802,CM-010,SMS,2024-12-02,23
ACT-0005052,CASE-000802,CM-010,SMS,2024-12-31,21
ACT-0005053,CASE-000802,CM-010,Client Meeting,2024-09-19,11
ACT-0005054,CASE-000802,CM-010,Email,2024-08-22,26
ACT-0005055,CASE-000802,CM-010,Internal Note,2024-06-28,1
ACT-0005056,CASE-000803,CM-016,Document Request,2024-12-19,23
ACT-0005057,CASE-000803,CM-016,Email,2024-10-19,24
ACT-0005058,CASE-000803,CM-016,Phone Call,2025-01-21,20
ACT-0005059,CASE-000803,CM-016,Document Request,2024-12-24,29
ACT-0005060,CASE-000804,CM-012,SMS,2023-08-16,9
ACT-0005061,CASE-000804,CM-012,Phone Call,2023-11-24,1
ACT-0005062,CASE-000804,CM-012,Document Request,2024-03-04,24
ACT-0005063,CASE-000804,CM-012,Client Meeting,2024-01-20,9
ACT-0005064,CASE-000804,CM-012,Demand Drafting,2023-09-15,10
ACT-0005065,CASE-000804,CM-012,Negotiation Call,2023-12-14,14
ACT-0005066,CASE-000804,CM-012,Email,2024-06-13,7
ACT-0005067,CASE-000805,CM-014,Email,2025-02-08,19
ACT-0005068,CASE-000805,CM-014,SMS,2025-03-15,10
ACT-0005069,CASE-000805,CM-014,SMS,2025-02-15,22
ACT-0005070,CASE-000805,CM-014,Phone Call,2025-02-14,18
ACT-0005071,CASE-000805,CM-014,Negotiation Call,2025-03-24,12
ACT-0005072,CASE-000805,CM-014,Email,2025-02-06,20
ACT-0005073,CASE-000806,CM-018,Negotiation Call,2025-02-27,1
ACT-0005074,CASE-000806,CM-018,Negotiation Call,2025-01-06,24
ACT-0005075,CASE-000806,CM-018,Demand Drafting,2024-10-15,33
ACT-0005076,CASE-000806,CM-018,Email,2024-08-08,29
ACT-0005077,CASE-000806,CM-018,Email,2024-12-11,1
ACT-0005078,CASE-000806,CM-018,Internal Note,2025-02-08,36
ACT-0005079,CASE-000806,CM-018,Demand Drafting,2024-11-10,37
ACT-0005080,CASE-000806,CM-018,Client Meeting,2024-12-06,14
ACT-0005081,CASE-000807,CM-008,Phone Call,2024-10-24,11
ACT-0005082,CASE-000807,CM-008,Negotiation Call,2024-11-01,15
ACT-0005083,CASE-000807,CM-008,Status Update,2024-10-13,29
ACT-0005084,CASE-000807,CM-008,Medical Record Review,2024-07-15,21
ACT-0005085,CASE-000807,CM-008,Negotiation Call,2024-06-19,19
ACT-0005086,CASE-000807,CM-008,Document Request,2024-10-29,11
ACT-0005087,CASE-000807,CM-008,Status Update,2024-10-15,9
ACT-0005088,CASE-000808,CM-005,Email,2024-02-02,13
ACT-0005089,CASE-000808,CM-005,Email,2024-01-19,27
ACT-0005090,CASE-000808,CM-005,Demand Drafting,2023-10-26,30
ACT-0005091,CASE-000808,CM-005,SMS,2024-01-06,4
ACT-0005092,CASE-000808,CM-005,Email,2023-12-21,17
ACT-0005093,CASE-000808,CM-005,Client Meeting,2023-10-03,13
ACT-0005094,CASE-000809,CM-013,SMS,2025-05-24,27
ACT-0005095,CASE-000809,CM-013,Demand Drafting,2025-05-14,29
ACT-0005096,CASE-000810,CM-003,Demand Drafting,2024-08-17,29
ACT-0005097,CASE-000810,CM-003,Phone Call,2025-02-04,21
ACT-0005098,CASE-000811,CM-007,Document Request,2024-12-08,13
ACT-0005099,CASE-000811,CM-007,Medical Record Review,2025-03-05,11
ACT-0005100,CASE-000811,CM-007,Demand Drafting,2024-11-10,18
ACT-0005101,CASE-000811,CM-007,Document Request,2025-01-28,27
ACT-0005102,CASE-000811,CM-007,Negotiation Call,2025-03-16,18
ACT-0005103,CASE-000811,CM-007,Negotiation Call,2024-12-21,35
ACT-0005104,CASE-000811,CM-007,Status Update,2025-02-27,16
ACT-0005105,CASE-000812,CM-014,Internal Note,2023-12-05,10
ACT-0005106,CASE-000812,CM-014,Medical Record Review,2023-12-24,15
ACT-0005107,CASE-000812,CM-014,SMS,2024-08-18,9
ACT-0005108,CASE-000812,CM-014,Medical Record Review,2024-01-06,22
ACT-0005109,CASE-000812,CM-014,Status Update,2025-02-21,21
ACT-0005110,CASE-000813,CM-004,Status Update,2025-06-08,2
ACT-0005111,CASE-000813,CM-004,Demand Drafting,2025-06-17,16
ACT-0005112,CASE-000813,CM-004,Demand Drafting,2025-06-17,16
ACT-0005113,CASE-000813,CM-004,Medical Record Review,2025-06-14,25
ACT-0005114,CASE-000813,CM-004,Internal Note,2025-06-20,4
ACT-0005115,CASE-000813,CM-004,Negotiation Call,2025-06-21,18
ACT-0005116,CASE-000813,CM-004,SMS,2025-06-16,28
ACT-0005117,CASE-000813,CM-004,Document Request,2025-06-08,19
ACT-0005118,CASE-000813,CM-004,Document Request,2025-06-13,27
ACT-0005119,CASE-000813,CM-004,Phone Call,2025-06-13,30
ACT-0005120,CASE-000813,CM-004,Client Meeting,2025-06-09,15
ACT-0005121,CASE-000813,CM-004,Client Meeting,2025-06-11,33
ACT-0005122,CASE-000814,CM-011,Demand Drafting,2024-08-01,16
ACT-0005123,CASE-000814,CM-011,Email,2024-08-31,47
ACT-0005124,CASE-000814,CM-011,Internal Note,2024-08-03,25
ACT-0005125,CASE-000814,CM-011,Medical Record Review,2024-09-13,12
ACT-0005126,CASE-000814,CM-011,Document Request,2024-02-09,1
ACT-0005127,CASE-000814,CM-011,Phone Call,2024-12-05,26
ACT-0005128,CASE-000814,CM-011,Document Request,2024-04-01,23
ACT-0005129,CASE-000814,CM-011,Demand Drafting,2024-04-15,11
ACT-0005130,CASE-000814,CM-011,SMS,2024-03-07,33
ACT-0005131,CASE-000815,CM-001,Medical Record Review,2024-06-12,21
ACT-0005132,CASE-000815,CM-001,Internal Note,2024-02-17,29
ACT-0005133,CASE-000815,CM-001,Email,2024-03-03,21
ACT-0005134,CASE-000815,CM-001,Client Meeting,2024-02-10,3
ACT-0005135,CASE-000815,CM-001,SMS,2024-01-22,22
ACT-0005136,CASE-000815,CM-001,Status Update,2024-01-24,1
ACT-0005137,CASE-000816,CM-014,Email,2025-05-16,28
ACT-0005138,CASE-000816,CM-014,Status Update,2025-05-09,29
ACT-0005139,CASE-000816,CM-014,Internal Note,2025-05-22,1
ACT-0005140,CASE-000816,CM-014,Phone Call,2025-05-23,15
ACT-0005141,CASE-000816,CM-014,Status Update,2025-05-28,5
ACT-0005142,CASE-000816,CM-014,Negotiation Call,2025-03-30,20
ACT-0005143,CASE-000816,CM-014,Status Update,2025-04-07,24
ACT-0005144,CASE-000817,CM-014,Demand Drafting,2025-06-08,18
ACT-0005145,CASE-000817,CM-014,Status Update,2025-05-27,5
ACT-0005146,CASE-000817,CM-014,Demand Drafting,2025-06-05,18
ACT-0005147,CASE-000817,CM-014,Internal Note,2025-06-20,13
ACT-0005148,CASE-000817,CM-014,Internal Note,2025-06-04,36
ACT-0005149,CASE-000818,CM-016,Medical Record Review,2024-01-13,16
ACT-0005150,CASE-000818,CM-016,Client Meeting,2024-02-17,22
ACT-0005151,CASE-000818,CM-016,Demand Drafting,2024-02-19,9
ACT-0005152,CASE-000818,CM-016,Client Meeting,2024-02-14,29
ACT-0005153,CASE-000818,CM-016,Negotiation Call,2023-12-17,19
ACT-0005154,CASE-000818,CM-016,Email,2024-03-24,1
ACT-0005155,CASE-000819,CM-012,Internal Note,2024-09-07,41
ACT-0005156,CASE-000819,CM-012,Phone Call,2024-10-07,12
ACT-0005157,CASE-000819,CM-012,Client Meeting,2024-08-03,1
ACT-0005158,CASE-000819,CM-012,SMS,2024-08-21,34
ACT-0005159,CASE-000819,CM-012,Negotiation Call,2024-07-13,29
ACT-0005160,CASE-000819,CM-012,Demand Drafting,2024-09-17,5
ACT-0005161,CASE-000819,CM-012,Client Meeting,2024-08-10,18
ACT-0005162,CASE-000819,CM-012,Negotiation Call,2024-10-16,21
ACT-0005163,CASE-000819,CM-012,SMS,2024-09-17,27
ACT-0005164,CASE-000819,CM-012,Client Meeting,2024-08-12,14
ACT-0005165,CASE-000819,CM-012,Medical Record Review,2024-08-12,15
ACT-0005166,CASE-000819,CM-012,Status Update,2024-08-14,28
ACT-0005167,CASE-000820,CM-008,Document Request,2025-05-17,1
ACT-0005168,CASE-000820,CM-008,Medical Record Review,2024-12-16,18
ACT-0005169,CASE-000820,CM-008,Status Update,2025-06-30,15
ACT-0005170,CASE-000820,CM-008,Status Update,2025-03-24,14
ACT-0005171,CASE-000820,CM-008,Document Request,2025-06-18,2
ACT-0005172,CASE-000821,CM-008,Email,2025-06-10,10
ACT-0005173,CASE-000821,CM-008,Internal Note,2025-05-11,19
ACT-0005174,CASE-000821,CM-008,SMS,2025-05-22,26
ACT-0005175,CASE-000821,CM-008,Internal Note,2025-05-21,13
ACT-0005176,CASE-000821,CM-008,Internal Note,2025-05-20,28
ACT-0005177,CASE-000821,CM-008,Internal Note,2025-06-24,17
ACT-0005178,CASE-000821,CM-008,Phone Call,2025-06-18,23
ACT-0005179,CASE-000821,CM-008,Client Meeting,2025-04-30,27
ACT-0005180,CASE-000821,CM-008,Internal Note,2025-05-03,11
ACT-0005181,CASE-000822,CM-002,Email,2025-04-18,21
ACT-0005182,CASE-000822,CM-002,Demand Drafting,2025-04-25,21
ACT-0005183,CASE-000822,CM-002,Phone Call,2025-05-07,22
ACT-0005184,CASE-000822,CM-002,Document Request,2025-05-12,1
ACT-0005185,CASE-000822,CM-002,SMS,2025-06-12,16
ACT-0005186,CASE-000823,CM-002,Status Update,2024-08-02,20
ACT-0005187,CASE-000823,CM-002,Demand Drafting,2024-12-15,17
ACT-0005188,CASE-000823,CM-002,Document Request,2024-10-17,8
ACT-0005189,CASE-000823,CM-002,Phone Call,2025-01-03,27
ACT-0005190,CASE-000823,CM-002,Client Meeting,2024-12-03,8
ACT-0005191,CASE-000823,CM-002,Internal Note,2024-10-20,31
ACT-0005192,CASE-000823,CM-002,Document Request,2024-08-13,3
ACT-0005193,CASE-000824,CM-012,Demand Drafting,2024-08-10,1
ACT-0005194,CASE-000824,CM-012,Email,2024-08-18,12
ACT-0005195,CASE-000824,CM-012,Medical Record Review,2024-08-03,30
ACT-0005196,CASE-000824,CM-012,Negotiation Call,2024-08-18,18
ACT-0005197,CASE-000825,CM-013,Medical Record Review,2025-05-23,5
ACT-0005198,CASE-000825,CM-013,Medical Record Review,2025-04-09,1
ACT-0005199,CASE-000825,CM-013,Internal Note,2025-04-05,21
ACT-0005200,CASE-000825,CM-013,Email,2025-05-11,22
ACT-0005201,CASE-000825,CM-013,Document Request,2025-01-29,21
ACT-0005202,CASE-000825,CM-013,Negotiation Call,2025-04-24,29
ACT-0005203,CASE-000825,CM-013,SMS,2024-12-31,9
ACT-0005204,CASE-000825,CM-013,Document Request,2025-03-01,5
ACT-0005205,CASE-000825,CM-013,Demand Drafting,2025-03-11,1
ACT-0005206,CASE-000825,CM-013,Negotiation Call,2025-03-10,23
ACT-0005207,CASE-000825,CM-013,Client Meeting,2025-02-14,16
ACT-0005208,CASE-000825,CM-013,Medical Record Review,2025-01-24,28
ACT-0005209,CASE-000826,CM-004,Client Meeting,2025-02-21,15
ACT-0005210,CASE-000826,CM-004,Internal Note,2025-02-09,15
ACT-0005211,CASE-000826,CM-004,Internal Note,2025-02-25,18
ACT-0005212,CASE-000826,CM-004,Negotiation Call,2025-02-08,8
ACT-0005213,CASE-000826,CM-004,Client Meeting,2024-12-31,33
ACT-0005214,CASE-000826,CM-004,SMS,2025-03-18,28
ACT-0005215,CASE-000826,CM-004,Email,2025-02-27,18
ACT-0005216,CASE-000826,CM-004,Medical Record Review,2025-04-01,14
